Date,Start (ET),Home,Opponent,Result,Tm,Opp,W,L,Streak,Year,Month,Day
2017-10-20,20:00:00,1,Utah Jazz,W,100.0,97.0,1.0,1.0,W 1,2017.0,October,Saturday
2017-10-24,20:00:00,1,Indiana Pacers,L,107.0,130.0,2.0,2.0,L 1,2017.0,October,Wednesday
2017-10-27,20:00:00,1,Oklahoma City Thunder,W,119.0,116.0,3.0,3.0,W 1,2017.0,October,Saturday
2017-11-04,20:00:00,1,Dallas Mavericks,W,112.0,99.0,6.0,3.0,W 4,2017.0,November,Thursday
2017-11-05,20:00:00,1,Charlotte Hornets,W,112.0,94.0,7.0,3.0,W 5,2017.0,November,Friday
2017-11-15,20:00:00,1,San Antonio Spurs,W,98.0,86.0,9.0,5.0,W 2,2017.0,November,Monday
2017-11-19,19:00:00,1,Detroit Pistons,L,97.0,100.0,10.0,6.0,L 1,2017.0,November,Friday
2017-11-22,20:00:00,1,Orlando Magic,W,124.0,118.0,11.0,7.0,W 1,2017.0,November,Monday
2017-11-24,20:00:00,1,Miami Heat,L,97.0,109.0,11.0,8.0,L 1,2017.0,November,Wednesday
2017-11-26,15:30:00,1,Phoenix Suns,W,119.0,108.0,12.0,8.0,W 1,2017.0,November,Friday
2017-11-28,20:00:00,1,Washington Wizards,L,89.0,92.0,12.0,9.0,L 1,2017.0,November,Sunday
2017-12-03,19:00:00,1,Los Angeles Clippers,W,112.0,106.0,14.0,10.0,W 1,2017.0,December,Wednesday
2017-12-10,19:00:00,1,Dallas Mavericks,W,97.0,92.0,16.0,11.0,W 2,2017.0,December,Wednesday
2017-12-12,21:30:00,1,Philadelphia 76ers,L,112.0,118.0,16.0,12.0,L 1,2017.0,December,Friday
2017-12-14,20:00:00,1,Sacramento Kings,W,119.0,96.0,17.0,12.0,W 1,2017.0,December,Sunday
2017-12-16,20:00:00,1,Phoenix Suns,L,106.0,108.0,17.0,13.0,L 1,2017.0,December,Tuesday
2017-12-18,20:00:00,1,Portland Trail Blazers,W,108.0,107.0,18.0,13.0,W 1,2017.0,December,Thursday
2017-12-27,20:00:00,1,Denver Nuggets,W,128.0,125.0,22.0,13.0,W 5,2017.0,December,Saturday
2018-01-01,20:00:00,1,Los Angeles Lakers,W,114.0,96.0,24.0,14.0,W 2,2018.0,January,Monday
2018-01-06,21:00:00,1,New Orleans Pelicans,W,116.0,98.0,25.0,16.0,W 1,2018.0,January,Saturday
2018-01-08,20:00:00,1,Cleveland Cavaliers,W,127.0,99.0,26.0,16.0,W 2,2018.0,January,Monday
2018-01-10,20:00:00,1,Oklahoma City Thunder,W,104.0,88.0,27.0,16.0,W 3,2018.0,January,Wednesday
2018-01-12,20:00:00,1,New York Knicks,W,118.0,108.0,28.0,16.0,W 4,2018.0,January,Friday
2018-01-14,21:00:00,1,Portland Trail Blazers,W,120.0,103.0,29.0,16.0,W 5,2018.0,January,Sunday
2018-01-20,21:00:00,1,Toronto Raptors,W,115.0,109.0,30.0,18.0,W 1,2018.0,January,Saturday
2018-01-27,21:00:00,1,Brooklyn Nets,W,111.0,97.0,32.0,20.0,W 1,2018.0,January,Saturday
2018-02-01,20:00:00,1,Milwaukee Bucks,W,108.0,89.0,33.0,22.0,W 1,2018.0,February,Monday
2018-02-03,21:00:00,1,New Orleans Pelicans,W,118.0,107.0,34.0,22.0,W 2,2018.0,February,Wednesday
2018-02-11,19:00:00,1,Sacramento Kings,W,111.0,106.0,35.0,24.0,W 1,2018.0,February,Thursday
2018-02-13,20:00:00,1,Houston Rockets,L,108.0,126.0,35.0,25.0,L 1,2018.0,February,Saturday
2018-02-15,21:00:00,1,Los Angeles Lakers,W,119.0,111.0,36.0,25.0,W 1,2018.0,February,Monday
2018-02-24,21:00:00,1,Chicago Bulls,W,122.0,104.0,37.0,26.0,W 1,2018.0,February,Wednesday
2018-03-08,20:00:00,1,Boston Celtics,L,109.0,117.0,38.0,29.0,L 3,2018.0,March,Monday
2018-03-11,15:30:00,1,Golden State Warriors,W,109.0,103.0,39.0,29.0,W 1,2018.0,March,Thursday
2018-03-18,19:00:00,1,Houston Rockets,L,120.0,129.0,40.0,31.0,L 2,2018.0,March,Thursday
2018-03-20,20:00:00,1,Los Angeles Clippers,W,123.0,109.0,41.0,31.0,W 1,2018.0,March,Saturday
2018-03-26,20:00:00,1,Memphis Grizzlies,L,93.0,101.0,42.0,33.0,L 2,2018.0,March,Friday
2018-03-28,20:00:00,1,Atlanta Hawks,W,126.0,114.0,43.0,33.0,W 1,2018.0,March,Sunday
2018-04-01,19:00:00,1,Utah Jazz,L,97.0,121.0,44.0,34.0,L 1,2018.0,April,Monday
2018-04-09,20:00:00,1,Memphis Grizzlies,W,113.0,94.0,46.0,35.0,W 2,2018.0,April,Tuesday
2018-04-11,20:00:00,1,Denver Nuggets,W,112.0,106.0,47.0,35.0,W 3,2018.0,April,Thursday
2018-10-19,20:00:00,1,Cleveland Cavaliers,W,131.0,123.0,1.0,1.0,W 1,2018.0,October,Friday
2018-10-22,20:00:00,1,Indiana Pacers,W,101.0,91.0,2.0,2.0,W 1,2018.0,October,Monday
2018-10-26,20:00:00,1,Milwaukee Bucks,L,95.0,125.0,2.0,4.0,L 2,2018.0,October,Friday
2018-10-29,20:00:00,1,Los Angeles Lakers,W,124.0,120.0,3.0,4.0,W 1,2018.0,October,Monday
2018-10-31,20:00:00,1,Utah Jazz,W,128.0,125.0,4.0,4.0,W 2,2018.0,October,Wednesday
2018-11-12,20:00:00,1,Brooklyn Nets,W,120.0,113.0,5.0,9.0,W 1,2018.0,November,Friday
2018-11-14,20:00:00,1,New Orleans Pelicans,W,107.0,100.0,6.0,9.0,W 2,2018.0,November,Sunday
2018-11-16,20:00:00,1,Portland Trail Blazers,W,112.0,96.0,7.0,9.0,W 3,2018.0,November,Tuesday
2018-11-18,15:30:00,1,Memphis Grizzlies,L,87.0,100.0,7.0,10.0,L 1,2018.0,November,Thursday
2018-11-21,20:00:00,1,Denver Nuggets,L,101.0,103.0,7.0,11.0,L 2,2018.0,November,Sunday
2018-11-24,20:00:00,1,Chicago Bulls,W,111.0,96.0,9.0,11.0,W 2,2018.0,November,Wednesday
2018-11-28,20:00:00,1,San Antonio Spurs,W,128.0,89.0,11.0,11.0,W 4,2018.0,November,Sunday
2018-12-01,20:00:00,1,Boston Celtics,L,109.0,118.0,11.0,12.0,L 1,2018.0,December,Monday
2018-12-03,20:00:00,1,Houston Rockets,W,103.0,91.0,12.0,12.0,W 1,2018.0,December,Wednesday
2018-12-05,20:00:00,1,Charlotte Hornets,W,121.0,104.0,13.0,12.0,W 2,2018.0,December,Friday
2018-12-17,20:00:00,1,Sacramento Kings,W,132.0,105.0,14.0,16.0,W 1,2018.0,December,Wednesday
2018-12-19,20:00:00,1,Detroit Pistons,L,123.0,129.0,14.0,17.0,L 1,2018.0,December,Friday
2018-12-28,20:00:00,1,Atlanta Hawks,L,120.0,123.0,16.0,19.0,L 1,2018.0,December,Sunday
2019-01-04,20:00:00,1,Orlando Magic,W,120.0,103.0,18.0,21.0,W 1,2019.0,January,Thursday
2019-01-06,15:30:00,1,Los Angeles Lakers,W,108.0,86.0,19.0,21.0,W 2,2019.0,January,Saturday
2019-01-11,20:00:00,1,Dallas Mavericks,L,115.0,119.0,20.0,22.0,L 1,2019.0,January,Thursday
2019-01-12,20:00:00,1,New Orleans Pelicans,W,110.0,106.0,21.0,22.0,W 1,2019.0,January,Friday
2019-01-18,20:00:00,1,San Antonio Spurs,L,113.0,116.0,21.0,24.0,L 2,2019.0,January,Thursday
2019-01-20,19:00:00,1,Phoenix Suns,W,116.0,114.0,22.0,24.0,W 1,2019.0,January,Saturday
2019-01-27,19:00:00,1,Utah Jazz,L,111.0,125.0,24.0,26.0,L 2,2019.0,January,Saturday
2019-01-30,20:00:00,1,Memphis Grizzlies,W,99.0,97.0,25.0,26.0,W 1,2019.0,January,Tuesday
2019-02-02,21:00:00,1,Denver Nuggets,L,106.0,107.0,25.0,27.0,L 1,2019.0,February,Tuesday
2019-02-11,20:00:00,1,Los Angeles Clippers,W,130.0,120.0,26.0,30.0,W 1,2019.0,February,Thursday
2019-02-13,20:00:00,1,Houston Rockets,W,121.0,111.0,27.0,30.0,W 2,2019.0,February,Saturday
2019-02-25,20:00:00,1,Sacramento Kings,W,112.0,105.0,29.0,31.0,W 1,2019.0,February,Thursday
2019-03-05,20:00:00,1,Oklahoma City Thunder,W,131.0,120.0,30.0,34.0,W 1,2019.0,March,Friday
2019-03-09,20:00:00,1,Washington Wizards,W,135.0,130.0,31.0,35.0,W 1,2019.0,March,Tuesday
2019-03-10,20:00:00,1,New York Knicks,W,103.0,92.0,32.0,35.0,W 2,2019.0,March,Wednesday
2019-03-19,20:00:00,1,Golden State Warriors,L,107.0,117.0,32.0,39.0,L 4,2019.0,March,Friday
2019-03-26,20:00:00,1,Los Angeles Clippers,L,111.0,122.0,33.0,41.0,L 1,2019.0,March,Friday
2019-03-29,20:00:00,1,Golden State Warriors,W,131.0,130.0,34.0,41.0,W 1,2019.0,March,Monday
2019-03-30,20:00:00,1,Philadelphia 76ers,L,109.0,118.0,34.0,42.0,L 1,2019.0,March,Tuesday
2019-04-01,20:00:00,1,Portland Trail Blazers,L,122.0,132.0,34.0,43.0,L 2,2019.0,April,Monday
2019-04-05,20:00:00,1,Miami Heat,W,111.0,109.0,36.0,43.0,W 2,2019.0,April,Friday
2019-04-07,15:30:00,1,Oklahoma City Thunder,L,126.0,132.0,36.0,44.0,L 1,2019.0,April,Sunday
2019-04-09,20:00:00,1,Toronto Raptors,L,100.0,120.0,36.0,45.0,L 2,2019.0,April,Tuesday
2019-10-27,19:00:00,1,Miami Heat,W,116.0,109.0,3.0,0.0,W 3,2019.0,October,Saturday
2019-11-04,20:00:00,1,Milwaukee Bucks,L,106.0,134.0,4.0,2.0,L 1,2019.0,November,Thursday
2019-11-08,20:00:00,1,Golden State Warriors,W,125.0,119.0,5.0,3.0,W 1,2019.0,November,Monday
2019-11-10,15:30:00,1,Denver Nuggets,L,98.0,100.0,5.0,4.0,L 1,2019.0,November,Wednesday
2019-11-13,20:00:00,1,San Antonio Spurs,W,129.0,114.0,7.0,4.0,W 2,2019.0,November,Saturday
2019-11-15,20:00:00,1,Washington Wizards,L,116.0,137.0,7.0,5.0,L 1,2019.0,November,Monday
2019-11-16,20:00:00,1,Houston Rockets,L,105.0,125.0,7.0,6.0,L 2,2019.0,November,Tuesday
2019-11-20,20:00:00,1,Utah Jazz,L,95.0,103.0,8.0,7.0,L 1,2019.0,November,Saturday
2019-11-23,17:00:00,1,Phoenix Suns,L,98.0,100.0,8.0,8.0,L 2,2019.0,November,Tuesday
2019-12-01,15:30:00,1,Memphis Grizzlies,L,107.0,115.0,10.0,9.0,L 1,2019.0,December,Monday
2019-12-11,20:00:00,1,Utah Jazz,L,116.0,127.0,10.0,14.0,L 6,2019.0,December,Thursday
2019-12-13,21:30:00,1,Los Angeles Clippers,L,117.0,124.0,10.0,15.0,L 7,2019.0,December,Saturday
2019-12-18,20:00:00,1,New Orleans Pelicans,L,99.0,107.0,10.0,16.0,L 8,2019.0,December,Thursday
2019-12-28,20:00:00,1,Cleveland Cavaliers,L,88.0,94.0,11.0,20.0,L 1,2019.0,December,Sunday
2019-12-30,20:00:00,1,Brooklyn Nets,W,122.0,115.0,12.0,20.0,W 1,2019.0,December,Tuesday
2020-01-02,20:00:00,1,Golden State Warriors,W,99.0,84.0,13.0,21.0,W 1,2020.0,January,Tuesday
2020-01-09,20:00:00,1,Portland Trail Blazers,W,116.0,102.0,15.0,22.0,W 1,2020.0,January,Tuesday
2020-01-13,20:00:00,1,Oklahoma City Thunder,L,104.0,117.0,15.0,24.0,L 2,2020.0,January,Saturday
2020-01-15,20:00:00,1,Indiana Pacers,L,99.0,104.0,15.0,25.0,L 3,2020.0,January,Monday
2020-01-18,20:00:00,1,Toronto Raptors,L,112.0,122.0,15.0,27.0,L 5,2020.0,January,Thursday
2020-01-20,20:00:00,1,Denver Nuggets,L,100.0,107.0,15.0,28.0,L 6,2020.0,January,Saturday
2020-01-24,20:00:00,1,Houston Rockets,L,124.0,131.0,15.0,30.0,L 8,2020.0,January,Wednesday
2020-01-25,20:00:00,1,Oklahoma City Thunder,L,104.0,113.0,15.0,31.0,L 9,2020.0,January,Thursday
2020-01-27,20:00:00,1,Sacramento Kings,L,129.0,133.0,15.0,32.0,L 10,2020.0,January,Saturday
2020-02-05,20:00:00,1,Atlanta Hawks,L,120.0,127.0,15.0,35.0,L 13,2020.0,February,Friday
2020-02-08,20:00:00,1,Los Angeles Clippers,W,142.0,115.0,16.0,35.0,W 1,2020.0,February,Monday
2020-02-12,20:00:00,1,Charlotte Hornets,L,108.0,115.0,16.0,37.0,L 2,2020.0,February,Friday
2020-02-21,20:00:00,1,Boston Celtics,L,117.0,127.0,16.0,38.0,L 3,2020.0,February,Sunday
2020-03-01,15:30:00,1,Dallas Mavericks,L,91.0,111.0,17.0,42.0,L 2,2020.0,March,Monday
2020-03-04,20:00:00,1,Chicago Bulls,W,115.0,108.0,19.0,42.0,W 2,2020.0,March,Thursday
2020-03-06,20:00:00,1,Orlando Magic,L,118.0,132.0,19.0,43.0,L 1,2020.0,March,Saturday
2020-03-08,15:30:00,1,New Orleans Pelicans,L,107.0,120.0,19.0,44.0,L 2,2020.0,March,Monday
2020-12-23,20:00:00,1,Detroit Pistons,W,111.0,101.0,1.0,0.0,W 1,2020.0,December,Tuesday
2021-01-01,20:00:00,1,Washington Wizards,L,109.0,130.0,2.0,3.0,L 3,2021.0,January,Monday
2021-01-03,19:00:00,1,Denver Nuggets,L,109.0,124.0,2.0,4.0,L 4,2021.0,January,Wednesday
2021-01-09,20:00:00,1,San Antonio Spurs,L,122.0,125.0,2.0,7.0,L 7,2021.0,January,Tuesday
2021-01-10,20:00:00,1,San Antonio Spurs,W,96.0,88.0,3.0,7.0,W 1,2021.0,January,Wednesday
2021-01-13,20:00:00,1,Memphis Grizzlies,L,107.0,118.0,3.0,8.0,L 1,2021.0,January,Saturday
2021-01-20,20:00:00,1,Orlando Magic,L,96.0,97.0,3.0,10.0,L 3,2021.0,January,Saturday
2021-01-22,20:00:00,1,Atlanta Hawks,L,98.0,116.0,3.0,11.0,L 4,2021.0,January,Monday
2021-01-23,20:00:00,1,New Orleans Pelicans,W,120.0,110.0,4.0,11.0,W 1,2021.0,January,Tuesday
2021-01-29,20:00:00,1,Philadelphia 76ers,L,94.0,118.0,4.0,14.0,L 3,2021.0,January,Monday
2021-01-31,20:00:00,1,Cleveland Cavaliers,W,109.0,104.0,5.0,14.0,W 1,2021.0,January,Wednesday
2021-02-10,20:00:00,1,Los Angeles Clippers,L,112.0,119.0,6.0,19.0,L 3,2021.0,February,Wednesday
2021-02-16,20:00:00,1,Los Angeles Lakers,L,104.0,112.0,7.0,21.0,L 1,2021.0,February,Tuesday
2021-02-17,20:00:00,1,Indiana Pacers,L,128.0,134.0,7.0,22.0,L 2,2021.0,February,Wednesday
2021-02-19,21:00:00,1,Toronto Raptors,L,81.0,86.0,7.0,23.0,L 3,2021.0,February,Friday
2021-02-28,21:00:00,1,Phoenix Suns,L,99.0,118.0,7.0,28.0,L 8,2021.0,February,Sunday
2021-03-03,20:00:00,1,Charlotte Hornets,L,102.0,135.0,7.0,29.0,L 9,2021.0,March,Wednesday
2021-03-13,20:00:00,1,Portland Trail Blazers,L,121.0,125.0,8.0,30.0,L 1,2021.0,March,Saturday
2021-03-14,20:00:00,1,Portland Trail Blazers,W,114.0,112.0,9.0,30.0,W 1,2021.0,March,Sunday
2021-03-22,20:00:00,1,Oklahoma City Thunder,L,103.0,112.0,10.0,33.0,L 2,2021.0,March,Monday
2021-03-24,20:00:00,1,Dallas Mavericks,L,108.0,128.0,10.0,34.0,L 3,2021.0,March,Wednesday
2021-03-26,20:00:00,1,Houston Rockets,W,107.0,101.0,11.0,34.0,W 1,2021.0,March,Friday
2021-03-27,20:00:00,1,Houston Rockets,L,107.0,129.0,11.0,35.0,L 1,2021.0,March,Saturday
2021-03-31,20:00:00,1,New York Knicks,W,102.0,101.0,12.0,36.0,W 1,2021.0,March,Wednesday
2021-04-05,19:00:00,1,Sacramento Kings,W,116.0,106.0,13.0,38.0,W 1,2021.0,April,Friday
2021-04-11,20:00:00,1,Chicago Bulls,W,121.0,117.0,14.0,40.0,W 1,2021.0,April,Thursday
2021-04-13,16:00:00,1,Brooklyn Nets,L,97.0,127.0,14.0,41.0,L 1,2021.0,April,Saturday
2021-04-14,16:30:00,1,Milwaukee Bucks,L,105.0,130.0,14.0,42.0,L 2,2021.0,April,Sunday
2021-04-16,20:00:00,1,Miami Heat,W,119.0,111.0,15.0,42.0,W 1,2021.0,April,Tuesday
2021-04-26,20:00:00,1,Utah Jazz,W,105.0,104.0,18.0,44.0,W 2,2021.0,April,Friday
2021-04-29,20:00:00,1,Golden State Warriors,W,126.0,114.0,20.0,44.0,W 4,2021.0,April,Monday
2021-05-01,20:00:00,1,New Orleans Pelicans,L,136.0,140.0,20.0,45.0,L 1,2021.0,May,Monday
2021-05-05,20:00:00,1,Memphis Grizzlies,L,135.0,139.0,20.0,46.0,L 2,2021.0,May,Friday
2021-05-13,20:00:00,1,Denver Nuggets,L,103.0,114.0,22.0,48.0,L 1,2021.0,May,Saturday
2021-05-15,14:00:00,1,Boston Celtics,L,108.0,124.0,22.0,49.0,L 2,2021.0,May,Monday
2021-05-16,21:00:00,1,Dallas Mavericks,W,136.0,121.0,23.0,49.0,W 1,2021.0,May,Tuesday
2021-10-20,20:00:00,1,Houston Rockets,W,124.0,106.0,1.0,0.0,W 1,2021.0,October,Saturday
2021-10-23,20:00:00,1,New Orleans Pelicans,W,96.0,89.0,2.0,0.0,W 2,2021.0,October,Tuesday
2021-10-25,20:00:00,1,New Orleans Pelicans,L,98.0,107.0,2.0,1.0,L 1,2021.0,October,Thursday
2021-10-30,21:00:00,1,Denver Nuggets,L,91.0,93.0,3.0,2.0,L 1,2021.0,October,Tuesday
2021-11-01,20:00:00,1,Orlando Magic,L,97.0,115.0,3.0,3.0,L 2,2021.0,November,Monday
2021-11-03,20:00:00,1,Los Angeles Clippers,L,115.0,126.0,3.0,4.0,L 3,2021.0,November,Wednesday
2021-11-05,20:00:00,1,Los Angeles Clippers,L,84.0,104.0,3.0,5.0,L 4,2021.0,November,Friday
2021-11-15,20:00:00,1,Phoenix Suns,L,96.0,99.0,4.0,9.0,L 2,2021.0,November,Monday
2021-11-17,20:00:00,1,Sacramento Kings,W,107.0,97.0,5.0,9.0,W 1,2021.0,November,Wednesday
2021-11-18,20:00:00,1,San Antonio Spurs,W,115.0,90.0,6.0,9.0,W 2,2021.0,November,Thursday
2021-11-20,20:00:00,1,Memphis Grizzlies,W,138.0,95.0,7.0,9.0,W 3,2021.0,November,Saturday
2021-11-24,20:00:00,1,Miami Heat,W,113.0,101.0,9.0,9.0,W 5,2021.0,November,Wednesday
2021-11-29,20:00:00,1,Indiana Pacers,W,100.0,98.0,11.0,10.0,W 2,2021.0,November,Monday
2021-12-06,20:00:00,1,Atlanta Hawks,L,110.0,121.0,11.0,13.0,L 3,2021.0,December,Saturday
2021-12-08,20:00:00,1,Utah Jazz,L,104.0,136.0,11.0,14.0,L 4,2021.0,December,Monday
2021-12-10,20:00:00,1,Cleveland Cavaliers,L,106.0,123.0,11.0,15.0,L 5,2021.0,December,Wednesday
2021-12-17,22:00:00,1,Los Angeles Lakers,W,110.0,92.0,14.0,15.0,W 3,2021.0,December,Wednesday
2021-12-19,20:00:00,1,Dallas Mavericks,W,111.0,105.0,15.0,15.0,W 4,2021.0,December,Friday
2021-12-27,20:00:00,1,Boston Celtics,W,108.0,103.0,16.0,17.0,W 1,2021.0,December,Saturday
2021-12-28,20:00:00,1,New York Knicks,L,88.0,96.0,16.0,18.0,L 1,2021.0,December,Sunday
2022-01-05,20:00:00,1,Oklahoma City Thunder,W,98.0,90.0,18.0,20.0,W 2,2022.0,January,Friday
2022-01-16,20:00:00,1,Golden State Warriors,W,119.0,99.0,21.0,22.0,W 1,2022.0,January,Tuesday
2022-01-23,20:00:00,1,Brooklyn Nets,W,136.0,125.0,23.0,23.0,W 1,2022.0,January,Tuesday
2022-01-30,20:00:00,1,Utah Jazz,W,126.0,106.0,25.0,25.0,W 1,2022.0,January,Tuesday
2022-02-01,20:00:00,1,Denver Nuggets,W,130.0,115.0,26.0,25.0,W 2,2022.0,February,Monday
2022-02-06,15:30:00,1,Detroit Pistons,W,118.0,105.0,28.0,25.0,W 4,2022.0,February,Saturday
2022-02-15,20:00:00,1,Charlotte Hornets,W,126.0,120.0,31.0,27.0,W 2,2022.0,February,Monday
2022-02-16,20:00:00,1,Toronto Raptors,L,91.0,103.0,31.0,28.0,L 1,2022.0,February,Tuesday
2022-02-24,20:00:00,1,Memphis Grizzlies,W,119.0,114.0,32.0,28.0,W 1,2022.0,February,Wednesday
2022-02-25,20:00:00,1,Philadelphia 76ers,L,102.0,133.0,32.0,29.0,L 1,2022.0,February,Thursday
2022-03-01,20:00:00,1,Golden State Warriors,W,129.0,114.0,34.0,29.0,W 2,2022.0,March,Monday
2022-03-05,20:00:00,1,Portland Trail Blazers,W,135.0,121.0,36.0,29.0,W 4,2022.0,March,Friday
2022-03-07,20:00:00,1,Portland Trail Blazers,W,124.0,81.0,37.0,29.0,W 5,2022.0,March,Sunday
2022-03-09,20:00:00,1,Oklahoma City Thunder,W,132.0,102.0,38.0,29.0,W 6,2022.0,March,Tuesday
2022-03-16,20:00:00,1,Los Angeles Lakers,W,124.0,104.0,41.0,30.0,W 3,2022.0,March,Tuesday
2022-03-19,17:00:00,1,Milwaukee Bucks,W,138.0,119.0,42.0,30.0,W 4,2022.0,March,Friday
2022-03-23,20:00:00,1,Phoenix Suns,L,116.0,125.0,42.0,32.0,L 2,2022.0,March,Tuesday
2022-03-25,20:00:00,1,Dallas Mavericks,W,116.0,95.0,43.0,32.0,W 1,2022.0,March,Thursday
2022-04-05,20:00:00,1,Washington Wizards,L,114.0,132.0,45.0,35.0,L 1,2022.0,April,Friday
2022-04-07,20:00:00,1,San Antonio Spurs,W,127.0,121.0,46.0,35.0,W 1,2022.0,April,Sunday
2022-04-10,20:30:00,1,Chicago Bulls,L,120.0,124.0,46.0,36.0,L 1,2022.0,April,Wednesday
2022-04-12,21:30:00,1,Los Angeles Clippers,W,109.0,104.0,47.0,36.0,W 1,2022.0,April,Friday
2022-10-19,20:00:00,1,Oklahoma City Thunder,W,115.0,108.0,1.0,0.0,W 1,2022.0,October,Friday
2022-10-21,20:00:00,1,Utah Jazz,L,126.0,132.0,1.0,1.0,L 1,2022.0,October,Sunday
2022-10-24,20:00:00,1,San Antonio Spurs,L,106.0,115.0,2.0,2.0,L 1,2022.0,October,Wednesday
2022-10-26,20:00:00,1,San Antonio Spurs,W,134.0,122.0,3.0,2.0,W 1,2022.0,October,Friday
2022-10-28,20:00:00,1,Los Angeles Lakers,W,111.0,102.0,4.0,2.0,W 2,2022.0,October,Sunday
2022-11-04,22:00:00,1,Milwaukee Bucks,L,102.0,115.0,4.0,5.0,L 3,2022.0,November,Thursday
2022-11-05,20:00:00,1,Houston Rockets,W,129.0,117.0,5.0,5.0,W 1,2022.0,November,Friday
2022-11-07,21:15:00,1,New York Knicks,L,107.0,120.0,5.0,6.0,L 1,2022.0,November,Sunday
2022-11-09,20:00:00,1,Phoenix Suns,L,117.0,129.0,5.0,7.0,L 2,2022.0,November,Tuesday
2022-11-21,20:00:00,1,Miami Heat,W,105.0,101.0,9.0,8.0,W 4,2022.0,November,Sunday
2022-11-27,15:30:00,1,Golden State Warriors,L,114.0,137.0,10.0,10.0,L 2,2022.0,November,Saturday
2022-11-30,20:00:00,1,Memphis Grizzlies,W,109.0,101.0,11.0,11.0,W 1,2022.0,November,Tuesday
2022-12-03,20:00:00,1,Oklahoma City Thunder,L,128.0,135.0,11.0,12.0,L 1,2022.0,December,Wednesday
2022-12-07,20:00:00,1,Indiana Pacers,W,121.0,115.0,12.0,12.0,W 1,2022.0,December,Sunday
2022-12-18,19:00:00,1,Chicago Bulls,W,150.0,126.0,15.0,15.0,W 2,2022.0,December,Thursday
2022-12-19,20:00:00,1,Dallas Mavericks,W,116.0,106.0,16.0,15.0,W 3,2022.0,December,Friday
2022-12-21,20:00:00,1,Dallas Mavericks,L,99.0,104.0,16.0,16.0,L 1,2022.0,December,Sunday
2022-12-31,20:00:00,1,Detroit Pistons,L,104.0,116.0,16.0,21.0,L 6,2022.0,December,Wednesday
2023-01-02,20:00:00,1,Denver Nuggets,W,124.0,111.0,17.0,21.0,W 1,2023.0,January,Tuesday
2023-01-04,20:00:00,1,Portland Trail Blazers,W,113.0,106.0,18.0,21.0,W 2,2023.0,January,Thursday
2023-01-06,21:00:00,1,Los Angeles Clippers,W,128.0,115.0,19.0,21.0,W 3,2023.0,January,Saturday
2023-01-13,20:00:00,1,Phoenix Suns,W,121.0,116.0,21.0,22.0,W 1,2023.0,January,Saturday
2023-01-14,20:00:00,1,Cleveland Cavaliers,W,110.0,102.0,22.0,22.0,W 2,2023.0,January,Sunday
2023-01-16,16:00:00,1,Utah Jazz,L,125.0,126.0,22.0,23.0,L 1,2023.0,January,Tuesday
2023-01-19,20:00:00,1,Toronto Raptors,W,128.0,126.0,23.0,24.0,W 1,2023.0,January,Friday
2023-01-21,20:00:00,1,Houston Rockets,W,113.0,104.0,24.0,24.0,W 2,2023.0,January,Sunday
2023-01-27,19:30:00,1,Memphis Grizzlies,W,111.0,100.0,26.0,25.0,W 2,2023.0,January,Saturday
2023-01-28,20:00:00,1,Sacramento Kings,W,117.0,110.0,27.0,25.0,W 3,2023.0,January,Sunday
2023-01-30,20:00:00,1,Sacramento Kings,L,111.0,118.0,27.0,26.0,L 1,2023.0,January,Tuesday
2023-02-01,20:00:00,1,Golden State Warriors,W,119.0,114.0,28.0,26.0,W 1,2023.0,February,Monday
2023-02-03,20:00:00,1,Orlando Magic,L,120.0,127.0,28.0,27.0,L 1,2023.0,February,Wednesday
2023-02-05,19:00:00,1,Denver Nuggets,W,128.0,98.0,29.0,27.0,W 1,2023.0,February,Friday
2023-02-16,20:00:00,1,Washington Wizards,L,106.0,114.0,31.0,30.0,L 1,2023.0,February,Tuesday
2023-02-24,20:00:00,1,Charlotte Hornets,L,113.0,121.0,31.0,31.0,L 2,2023.0,February,Wednesday
2023-03-07,19:30:00,1,Philadelphia 76ers,,,,,,,2023.0,March,Sunday
2023-03-10,20:00:00,1,Brooklyn Nets,,,,,,,2023.0,March,Wednesday
2023-03-15,20:00:00,1,Boston Celtics,,,,,,,2023.0,March,Monday
2023-03-22,20:00:00,1,Atlanta Hawks,,,,,,,2023.0,March,Monday
2023-03-31,20:00:00,1,Los Angeles Lakers,,,,,,,2023.0,March,Wednesday
2023-04-02,15:30:00,1,Portland Trail Blazers,,,,,,,2023.0,April,Tuesday
2023-04-09,15:30:00,1,New Orleans Pelicans,,,,,,,2023.0,April,Tuesday
