,Date,game_time,stadium_name,HomeTeam,VisitingTeam,BallParkID,NumberofGames,cnt
309,20230422,2023-03-13 17:10:00,Chase Field,ARI,SDN,PHO01,0.0,1
310,20230422,2023-03-13 18:05:00,Globe Life Field,TEX,OAK,ARL02,0.0,1
311,20230422,2023-03-13 18:07:00,Angel Stadium,ANA,KCA,ANA01,0.0,1
312,20230422,2023-03-13 18:10:00,American Family Field,MIL,BOS,MIL06,0.0,1
313,20230422,2023-03-13 18:10:00,Progressive Field,CLE,MIA,PIT08,0.0,1
314,20230422,2023-03-13 18:35:00,PNC Park,PIT,CIN,BAL12,0.0,1
315,20230422,2023-03-13 18:40:00,TMobile Park,SEA,SLN,TOR02,0.0,1
316,20230422,2023-03-13 19:05:00,Oriole Park at Camden Yards,BAL,DET,SFO03,0.0,1
317,20230422,2023-03-13 19:20:00,Truist Park,ATL,HOU,STP01,0.0,1
318,20230423,2023-03-13 12:05:00,Citizens Bank Park,PHI,COL,PHI13,0.0,1
319,20230423,2023-03-13 13:07:00,Angel Stadium,ANA,KCA,ANA01,0.0,1
320,20230423,2023-03-13 13:10:00,Target Field,MIN,WAS,MIN04,0.0,1
321,20230423,2023-03-13 13:10:00,Chase Field,ARI,SDN,PHO01,0.0,1
322,20230423,2023-03-13 13:10:00,American Family Field,MIL,BOS,MIL06,0.0,1
323,20230423,2023-03-13 13:10:00,TMobile Park,SEA,SLN,TOR02,0.0,1
324,20230423,2023-03-13 13:20:00,Wrigley Field,CHN,LAN,ATL03,0.0,1
325,20230423,2023-03-13 13:30:00,Truist Park,ATL,HOU,STP01,0.0,1
326,20230423,2023-03-13 13:35:00,Yankee Stadium,NYA,TOR,CHI11,0.0,1
327,20230423,2023-03-13 13:35:00,Globe Life Field,TEX,OAK,ARL02,0.0,1
328,20230423,2023-03-13 13:35:00,Oriole Park at Camden Yards,BAL,DET,SFO03,0.0,1
329,20230423,2023-03-13 13:35:00,PNC Park,PIT,CIN,BAL12,0.0,1
330,20230423,2023-03-13 13:40:00,Progressive Field,CLE,MIA,PIT08,0.0,1
331,20230423,2023-03-13 13:40:00,Tropicana Field,TBA,CHA,SEA03,0.0,1
332,20230423,2023-03-13 16:08:00,Oracle Park,SFN,NYN,OAK01,0.0,1
333,20230424,2023-03-13 18:10:00,Progressive Field,CLE,COL,PIT08,0.0,1
334,20230424,2023-03-13 18:35:00,Oriole Park at Camden Yards,BAL,BOS,SFO03,0.0,1
335,20230424,2023-03-13 18:38:00,Angel Stadium,ANA,OAK,ANA01,0.0,1
336,20230424,2023-03-13 18:40:00,Target Field,MIN,NYA,MIN04,0.0,1
337,20230424,2023-03-13 18:40:00,Chase Field,ARI,KCA,PHO01,0.0,1
338,20230424,2023-03-13 18:40:00,Great American Ball Park,CIN,TEX,CIN09,0.0,1
339,20230424,2023-03-13 18:40:00,American Family Field,MIL,DET,MIL06,0.0,1
340,20230424,2023-03-13 18:40:00,Tropicana Field,TBA,HOU,SEA03,0.0,1
341,20230424,2023-03-13 18:45:00,Oracle Park,SFN,SLN,OAK01,0.0,1
342,20230424,2023-03-13 19:07:00,Rogers Centre,TOR,CHA,CLE08,0.0,1
343,20230424,2023-03-13 19:20:00,Truist Park,ATL,MIA,STP01,0.0,1
344,20230425,2023-03-13 18:10:00,Progressive Field,CLE,COL,PIT08,0.0,1
345,20230425,2023-03-13 18:35:00,Oriole Park at Camden Yards,BAL,BOS,SFO03,0.0,1
346,20230425,2023-03-13 18:35:00,PNC Park,PIT,LAN,BAL12,0.0,1
347,20230425,2023-03-13 18:38:00,Angel Stadium,ANA,OAK,ANA01,0.0,1
348,20230425,2023-03-13 18:40:00,Target Field,MIN,NYA,MIN04,0.0,1
349,20230425,2023-03-13 18:40:00,Chase Field,ARI,KCA,PHO01,0.0,1
350,20230425,2023-03-13 18:40:00,Citizens Bank Park,PHI,SEA,PHI13,0.0,1
351,20230425,2023-03-13 18:40:00,Great American Ball Park,CIN,TEX,CIN09,0.0,1
352,20230425,2023-03-13 18:40:00,Wrigley Field,CHN,SDN,ATL03,0.0,1
353,20230425,2023-03-13 18:40:00,American Family Field,MIL,DET,MIL06,0.0,1
354,20230425,2023-03-13 18:40:00,Tropicana Field,TBA,HOU,SEA03,0.0,1
355,20230425,2023-03-13 18:45:00,Oracle Park,SFN,SLN,OAK01,0.0,1
356,20230425,2023-03-13 19:07:00,Rogers Centre,TOR,CHA,CLE08,0.0,1
357,20230425,2023-03-13 19:10:00,Citi Field,NYN,WAS,NYC20,0.0,1
358,20230425,2023-03-13 19:20:00,Truist Park,ATL,MIA,STP01,0.0,1
359,20230426,2023-03-13 12:10:00,Target Field,MIN,NYA,MIN04,0.0,1
360,20230426,2023-03-13 12:35:00,Great American Ball Park,CIN,TEX,CIN09,0.0,1
361,20230426,2023-03-13 12:40:00,Chase Field,ARI,KCA,PHO01,0.0,1
362,20230426,2023-03-13 12:40:00,American Family Field,MIL,DET,MIL06,0.0,1
363,20230426,2023-03-13 13:05:00,Oriole Park at Camden Yards,BAL,BOS,SFO03,0.0,1
364,20230426,2023-03-13 13:07:00,Rogers Centre,TOR,CHA,CLE08,0.0,1
365,20230426,2023-03-13 13:10:00,Progressive Field,CLE,COL,PIT08,0.0,1
366,20230426,2023-03-13 18:35:00,PNC Park,PIT,LAN,BAL12,0.0,1
367,20230426,2023-03-13 18:38:00,Angel Stadium,ANA,OAK,ANA01,0.0,1
368,20230426,2023-03-13 18:40:00,Citizens Bank Park,PHI,SEA,PHI13,0.0,1
369,20230426,2023-03-13 18:40:00,Wrigley Field,CHN,SDN,ATL03,0.0,1
370,20230426,2023-03-13 18:40:00,Tropicana Field,TBA,HOU,SEA03,0.0,1
371,20230426,2023-03-13 18:45:00,Oracle Park,SFN,SLN,OAK01,0.0,1
372,20230426,2023-03-13 19:10:00,Citi Field,NYN,WAS,NYC20,0.0,1
373,20230426,2023-03-13 19:20:00,Truist Park,ATL,MIA,STP01,0.0,1
374,20230427,2023-03-13 12:20:00,Truist Park,ATL,MIA,STP01,0.0,1
375,20230427,2023-03-13 12:35:00,PNC Park,PIT,LAN,BAL12,0.0,1
376,20230427,2023-03-13 12:45:00,Oracle Park,SFN,SLN,OAK01,0.0,1
377,20230427,2023-03-13 13:05:00,Citizens Bank Park,PHI,SEA,PHI13,0.0,1
378,20230427,2023-03-13 13:07:00,Angel Stadium,ANA,OAK,ANA01,0.0,1
379,20230427,2023-03-13 13:20:00,Wrigley Field,CHN,SDN,ATL03,0.0,1
380,20230427,2023-03-13 18:10:00,Guaranteed Rate Field,CHA,TBA,CHI12,0.0,1
381,20230427,2023-03-13 18:40:00,Target Field,MIN,KCA,MIN04,0.0,1
382,20230427,2023-03-13 18:40:00,Comerica Park,DET,BAL,DET05,0.0,1
383,20230427,2023-03-13 19:05:00,Globe Life Field,TEX,NYA,ARL02,0.0,1
384,20230427,2023-03-13 19:10:00,Citi Field,NYN,WAS,NYC20,0.0,1
385,20230428,2023-03-13 15:10:00,Target Field,MIN,KCA,MIN04,0.0,1
386,20230428,2023-03-13 18:10:00,Guaranteed Rate Field,CHA,TBA,CHI12,0.0,1
387,20230428,2023-03-13 18:40:00,Oakland Coliseum,OAK,CIN,WAS11,0.0,1
388,20230428,2023-03-13 18:40:00,Coors Field,COL,ARI,DEN02,0.0,1
389,20230428,2023-03-13 18:40:00,loanDepot park,MIA,CHN,NYC16,0.0,1
390,20230428,2023-03-13 18:40:00,Comerica Park,DET,BAL,DET05,0.0,1
391,20230428,2023-03-13 19:05:00,Globe Life Field,TEX,NYA,ARL02,0.0,1
392,20230428,2023-03-13 19:05:00,Nationals Park,WAS,PIT,WIL02,0.0,1
393,20230428,2023-03-13 19:07:00,Rogers Centre,TOR,SEA,CLE08,0.0,1
394,20230428,2023-03-13 19:10:00,Fenway Park,BOS,CLE,BOS07,0.0,1
395,20230428,2023-03-13 19:10:00,Dodger Stadium,LAN,SLN,LOS03,0.0,1
396,20230428,2023-03-13 19:10:00,Citi Field,NYN,ATL,NYC20,0.0,1
397,20230428,2023-03-13 19:10:00,American Family Field,MIL,ANA,MIL06,0.0,1
398,20230428,2023-03-13 19:10:00,Minute Maid Park,HOU,PHI,LON01,0.0,1
399,20230429,2023-03-13 13:05:00,Nationals Park,WAS,PIT,WIL02,0.0,1
400,20230429,2023-03-13 13:07:00,Oakland Coliseum,OAK,CIN,WAS11,0.0,1
401,20230429,2023-03-13 13:10:00,Target Field,MIN,KCA,MIN04,0.0,1
402,20230429,2023-03-13 13:10:00,Comerica Park,DET,BAL,DET05,0.0,1
403,20230429,2023-03-13 15:07:00,Rogers Centre,TOR,SEA,CLE08,0.0,1
404,20230429,2023-03-13 16:05:00,Citi Field,NYN,ATL,NYC20,0.0,1
405,20230429,2023-03-13 16:05:00,Estadio Alfredo Harp Helu,SDN,SFN,NEW01,0.0,1
406,20230429,2023-03-13 16:05:00,loanDepot park,MIA,CHN,NYC16,0.0,1
407,20230429,2023-03-13 16:10:00,Fenway Park,BOS,CLE,BOS07,0.0,1
408,20230429,2023-03-13 16:10:00,Minute Maid Park,HOU,PHI,LON01,0.0,1
409,20230429,2023-03-13 18:05:00,Globe Life Field,TEX,NYA,ARL02,0.0,1
410,20230429,2023-03-13 18:10:00,Guaranteed Rate Field,CHA,TBA,CHI12,0.0,1
411,20230429,2023-03-13 18:10:00,Coors Field,COL,ARI,DEN02,0.0,1
412,20230429,2023-03-13 18:10:00,Dodger Stadium,LAN,SLN,LOS03,0.0,1
413,20230429,2023-03-13 18:10:00,American Family Field,MIL,ANA,MIL06,0.0,1
414,20230430,2023-03-13 12:05:00,loanDepot park,MIA,CHN,NYC16,0.0,1
415,20230430,2023-03-13 13:07:00,Oakland Coliseum,OAK,CIN,WAS11,0.0,1
416,20230430,2023-03-13 13:10:00,Guaranteed Rate Field,CHA,TBA,CHI12,0.0,1
417,20230430,2023-03-13 13:10:00,Target Field,MIN,KCA,MIN04,0.0,1
418,20230430,2023-03-13 13:10:00,Coors Field,COL,ARI,DEN02,0.0,1
419,20230430,2023-03-13 13:10:00,Dodger Stadium,LAN,SLN,LOS03,0.0,1
420,20230430,2023-03-13 13:10:00,American Family Field,MIL,ANA,MIL06,0.0,1
421,20230430,2023-03-13 13:35:00,Globe Life Field,TEX,NYA,ARL02,0.0,1
422,20230430,2023-03-13 13:35:00,Fenway Park,BOS,CLE,BOS07,0.0,1
423,20230430,2023-03-13 13:35:00,Nationals Park,WAS,PIT,WIL02,0.0,1
424,20230430,2023-03-13 13:37:00,Rogers Centre,TOR,SEA,CLE08,0.0,1
425,20230430,2023-03-13 13:40:00,Citi Field,NYN,ATL,NYC20,0.0,1
426,20230430,2023-03-13 13:40:00,Comerica Park,DET,BAL,DET05,0.0,1
427,20230430,2023-03-13 14:05:00,Estadio Alfredo Harp Helu,SDN,SFN,NEW01,0.0,1
428,20230430,2023-03-13 18:08:00,Minute Maid Park,HOU,PHI,LON01,0.0,1
429,20230501,2023-03-13 13:10:00,Citi Field,NYN,ATL,NYC20,0.0,1
430,20230501,2023-03-13 18:40:00,Petco Park,SDN,CIN,SAN02,0.0,1
431,20230501,2023-03-13 19:05:00,Yankee Stadium,NYA,CLE,CHI11,0.0,1
432,20230501,2023-03-13 19:05:00,Nationals Park,WAS,CHN,WIL02,0.0,1
433,20230501,2023-03-13 19:10:00,Fenway Park,BOS,TOR,BOS07,0.0,1
434,20230501,2023-03-13 19:10:00,Dodger Stadium,LAN,PHI,LOS03,0.0,1
435,20230501,2023-03-13 19:10:00,Minute Maid Park,HOU,SFN,LON01,0.0,1
436,20230502,2023-03-13 18:10:00,Guaranteed Rate Field,CHA,MIN,CHI12,0.0,1
437,20230502,2023-03-13 18:40:00,Oakland Coliseum,OAK,SEA,WAS11,0.0,1
438,20230502,2023-03-13 18:40:00,Coors Field,COL,MIL,DEN02,0.0,1
439,20230502,2023-03-13 18:40:00,Petco Park,SDN,CIN,SAN02,0.0,1
440,20230502,2023-03-13 18:40:00,loanDepot park,MIA,ATL,NYC16,0.0,1
441,20230502,2023-03-13 18:40:00,Comerica Park,DET,NYN,DET05,0.0,1
442,20230502,2023-03-13 18:40:00,Kauffman Stadium,KCA,BAL,KAN06,0.0,1
443,20230502,2023-03-13 18:40:00,Tropicana Field,TBA,PIT,SEA03,0.0,1
444,20230502,2023-03-13 18:45:00,Busch Stadium,SLN,ANA,STL09,0.0,1
445,20230502,2023-03-13 19:05:00,Yankee Stadium,NYA,CLE,CHI11,0.0,1
446,20230502,2023-03-13 19:05:00,Globe Life Field,TEX,ARI,ARL02,0.0,1
447,20230502,2023-03-13 19:05:00,Nationals Park,WAS,CHN,WIL02,0.0,1
448,20230502,2023-03-13 19:10:00,Fenway Park,BOS,TOR,BOS07,0.0,1
449,20230502,2023-03-13 19:10:00,Dodger Stadium,LAN,PHI,LOS03,0.0,1
450,20230502,2023-03-13 19:10:00,Minute Maid Park,HOU,SFN,LON01,0.0,1
451,20230503,2023-03-13 13:05:00,Globe Life Field,TEX,ARI,ARL02,0.0,1
452,20230503,2023-03-13 13:10:00,Dodger Stadium,LAN,PHI,LOS03,0.0,1
453,20230503,2023-03-13 13:10:00,Petco Park,SDN,CIN,SAN02,0.0,1
454,20230503,2023-03-13 13:10:00,Minute Maid Park,HOU,SFN,LON01,0.0,1
455,20230503,2023-03-13 18:10:00,Guaranteed Rate Field,CHA,MIN,CHI12,0.0,1
456,20230503,2023-03-13 18:40:00,Oakland Coliseum,OAK,SEA,WAS11,0.0,1
457,20230503,2023-03-13 18:40:00,Coors Field,COL,MIL,DEN02,0.0,1
458,20230503,2023-03-13 18:40:00,loanDepot park,MIA,ATL,NYC16,0.0,1
459,20230503,2023-03-13 18:40:00,Comerica Park,DET,NYN,DET05,0.0,1
460,20230503,2023-03-13 18:40:00,Kauffman Stadium,KCA,BAL,KAN06,0.0,1
461,20230503,2023-03-13 18:40:00,Tropicana Field,TBA,PIT,SEA03,0.0,1
462,20230503,2023-03-13 18:45:00,Busch Stadium,SLN,ANA,STL09,0.0,1
463,20230503,2023-03-13 19:05:00,Yankee Stadium,NYA,CLE,CHI11,0.0,1
464,20230503,2023-03-13 19:05:00,Nationals Park,WAS,CHN,WIL02,0.0,1
465,20230503,2023-03-13 19:10:00,Fenway Park,BOS,TOR,BOS07,0.0,1
466,20230504,2023-03-13 12:15:00,Busch Stadium,SLN,ANA,STL09,0.0,1
467,20230504,2023-03-13 12:37:00,Oakland Coliseum,OAK,SEA,WAS11,0.0,1
468,20230504,2023-03-13 13:05:00,Nationals Park,WAS,CHN,WIL02,0.0,1
469,20230504,2023-03-13 13:10:00,Guaranteed Rate Field,CHA,MIN,CHI12,0.0,1
470,20230504,2023-03-13 13:10:00,Coors Field,COL,MIL,DEN02,0.0,1
471,20230504,2023-03-13 13:10:00,Comerica Park,DET,NYN,DET05,0.0,1
472,20230504,2023-03-13 13:10:00,Kauffman Stadium,KCA,BAL,KAN06,0.0,1
473,20230504,2023-03-13 13:10:00,Tropicana Field,TBA,PIT,SEA03,0.0,1
474,20230504,2023-03-13 16:10:00,loanDepot park,MIA,ATL,NYC16,0.0,1
475,20230504,2023-03-13 18:10:00,Fenway Park,BOS,TOR,BOS07,0.0,1
476,20230505,2023-03-13 13:20:00,Wrigley Field,CHN,MIA,ATL03,0.0,1
477,20230505,2023-03-13 18:35:00,PNC Park,PIT,TOR,BAL12,0.0,1
478,20230505,2023-03-13 18:38:00,Angel Stadium,ANA,TEX,ANA01,0.0,1
479,20230505,2023-03-13 18:40:00,Chase Field,ARI,WAS,PHO01,0.0,1
480,20230505,2023-03-13 18:40:00,Great American Ball Park,CIN,CHA,CIN09,0.0,1
481,20230505,2023-03-13 18:40:00,Petco Park,SDN,LAN,SAN02,0.0,1
482,20230505,2023-03-13 18:40:00,Tropicana Field,TBA,NYA,SEA03,0.0,1
483,20230505,2023-03-13 19:05:00,Citizens Bank Park,PHI,BOS,PHI13,0.0,1
484,20230505,2023-03-13 19:10:00,Citi Field,NYN,COL,NYC20,0.0,1
485,20230505,2023-03-13 19:10:00,Kauffman Stadium,KCA,OAK,KAN06,0.0,1
486,20230505,2023-03-13 19:10:00,TMobile Park,SEA,HOU,TOR02,0.0,1
487,20230505,2023-03-13 19:10:00,Progressive Field,CLE,MIN,PIT08,0.0,1
488,20230505,2023-03-13 19:15:00,Busch Stadium,SLN,DET,STL09,0.0,1
489,20230505,2023-03-13 19:15:00,Oracle Park,SFN,MIL,OAK01,0.0,1
490,20230505,2023-03-13 19:20:00,Truist Park,ATL,BAL,STP01,0.0,1
491,20230506,2023-03-13 13:15:00,Busch Stadium,SLN,DET,STL09,0.0,1
492,20230506,2023-03-13 13:20:00,Wrigley Field,CHN,MIA,ATL03,0.0,1
493,20230506,2023-03-13 16:10:00,Citi Field,NYN,COL,NYC20,0.0,1
494,20230506,2023-03-13 16:10:00,Tropicana Field,TBA,NYA,SEA03,0.0,1
495,20230506,2023-03-13 16:15:00,Oracle Park,SFN,MIL,OAK01,0.0,1
496,20230506,2023-03-13 17:10:00,Chase Field,ARI,WAS,PHO01,0.0,1
497,20230506,2023-03-13 17:40:00,Petco Park,SDN,LAN,SAN02,0.0,1
498,20230506,2023-03-13 18:07:00,Angel Stadium,ANA,TEX,ANA01,0.0,1
499,20230506,2023-03-13 18:10:00,Kauffman Stadium,KCA,OAK,KAN06,0.0,1
500,20230506,2023-03-13 18:10:00,Progressive Field,CLE,MIN,PIT08,0.0,1
501,20230506,2023-03-13 18:35:00,PNC Park,PIT,TOR,BAL12,0.0,1
502,20230506,2023-03-13 18:40:00,Great American Ball Park,CIN,CHA,CIN09,0.0,1
503,20230506,2023-03-13 18:40:00,TMobile Park,SEA,HOU,TOR02,0.0,1
504,20230506,2023-03-13 19:15:00,Citizens Bank Park,PHI,BOS,PHI13,0.0,1
505,20230506,2023-03-13 19:15:00,Truist Park,ATL,BAL,STP01,0.0,1
506,20230507,2023-03-13 11:35:00,Truist Park,ATL,BAL,STP01,0.0,1
507,20230507,2023-03-13 13:05:00,Oracle Park,SFN,MIL,OAK01,0.0,1
508,20230507,2023-03-13 13:07:00,Angel Stadium,ANA,TEX,ANA01,0.0,1
509,20230507,2023-03-13 13:10:00,Chase Field,ARI,WAS,PHO01,0.0,1
510,20230507,2023-03-13 13:10:00,Kauffman Stadium,KCA,OAK,KAN06,0.0,1
511,20230507,2023-03-13 13:10:00,TMobile Park,SEA,HOU,TOR02,0.0,1
512,20230507,2023-03-13 13:15:00,Busch Stadium,SLN,DET,STL09,0.0,1
513,20230507,2023-03-13 13:20:00,Wrigley Field,CHN,MIA,ATL03,0.0,1
514,20230507,2023-03-13 13:35:00,Citizens Bank Park,PHI,BOS,PHI13,0.0,1
515,20230507,2023-03-13 13:35:00,PNC Park,PIT,TOR,BAL12,0.0,1
516,20230507,2023-03-13 13:40:00,Citi Field,NYN,COL,NYC20,0.0,1
517,20230507,2023-03-13 13:40:00,Progressive Field,CLE,MIN,PIT08,0.0,1
518,20230507,2023-03-13 13:40:00,Tropicana Field,TBA,NYA,SEA03,0.0,1
519,20230507,2023-03-13 16:08:00,Petco Park,SDN,LAN,SAN02,0.0,1
520,20230507,2023-03-13 16:10:00,Great American Ball Park,CIN,CHA,CIN09,0.0,1
521,20230508,2023-03-13 18:10:00,Progressive Field,CLE,DET,PIT08,0.0,1
522,20230508,2023-03-13 18:35:00,Oriole Park at Camden Yards,BAL,TBA,SFO03,0.0,1
523,20230508,2023-03-13 18:35:00,PNC Park,PIT,COL,BAL12,0.0,1
524,20230508,2023-03-13 18:38:00,Angel Stadium,ANA,HOU,ANA01,0.0,1
525,20230508,2023-03-13 18:40:00,Chase Field,ARI,MIA,PHO01,0.0,1
526,20230508,2023-03-13 18:40:00,Wrigley Field,CHN,SLN,ATL03,0.0,1
527,20230508,2023-03-13 18:40:00,Kauffman Stadium,KCA,CHA,KAN06,0.0,1
528,20230508,2023-03-13 18:40:00,American Family Field,MIL,LAN,MIL06,0.0,1
529,20230508,2023-03-13 18:40:00,TMobile Park,SEA,TEX,TOR02,0.0,1
530,20230508,2023-03-13 18:45:00,Oracle Park,SFN,WAS,OAK01,0.0,1
531,20230508,2023-03-13 19:05:00,Yankee Stadium,NYA,OAK,CHI11,0.0,1
532,20230509,2023-03-13 18:10:00,Progressive Field,CLE,DET,PIT08,0.0,1
533,20230509,2023-03-13 18:35:00,Oriole Park at Camden Yards,BAL,TBA,SFO03,0.0,1
534,20230509,2023-03-13 18:35:00,PNC Park,PIT,COL,BAL12,0.0,1
535,20230509,2023-03-13 18:38:00,Angel Stadium,ANA,HOU,ANA01,0.0,1
536,20230509,2023-03-13 18:40:00,Target Field,MIN,SDN,MIN04,0.0,1
537,20230509,2023-03-13 18:40:00,Chase Field,ARI,MIA,PHO01,0.0,1
538,20230509,2023-03-13 18:40:00,Citizens Bank Park,PHI,TOR,PHI13,0.0,1
539,20230509,2023-03-13 18:40:00,Great American Ball Park,CIN,NYN,CIN09,0.0,1
540,20230509,2023-03-13 18:40:00,Wrigley Field,CHN,SLN,ATL03,0.0,1
541,20230509,2023-03-13 18:40:00,Kauffman Stadium,KCA,CHA,KAN06,0.0,1
542,20230509,2023-03-13 18:40:00,American Family Field,MIL,LAN,MIL06,0.0,1
543,20230509,2023-03-13 18:40:00,TMobile Park,SEA,TEX,TOR02,0.0,1
544,20230509,2023-03-13 18:45:00,Oracle Park,SFN,WAS,OAK01,0.0,1
545,20230509,2023-03-13 19:05:00,Yankee Stadium,NYA,OAK,CHI11,0.0,1
546,20230509,2023-03-13 19:20:00,Truist Park,ATL,BOS,STP01,0.0,1
547,20230510,2023-03-13 12:35:00,Yankee Stadium,NYA,OAK,CHI11,0.0,1
548,20230510,2023-03-13 12:35:00,PNC Park,PIT,COL,BAL12,0.0,1
549,20230510,2023-03-13 12:40:00,Chase Field,ARI,MIA,PHO01,0.0,1
550,20230510,2023-03-13 12:40:00,American Family Field,MIL,LAN,MIL06,0.0,1
551,20230510,2023-03-13 12:40:00,TMobile Park,SEA,TEX,TOR02,0.0,1
552,20230510,2023-03-13 12:45:00,Oracle Park,SFN,WAS,OAK01,0.0,1
553,20230510,2023-03-13 13:07:00,Angel Stadium,ANA,HOU,ANA01,0.0,1
554,20230510,2023-03-13 13:10:00,Progressive Field,CLE,DET,PIT08,0.0,1
555,20230510,2023-03-13 16:05:00,Citizens Bank Park,PHI,TOR,PHI13,0.0,1
556,20230510,2023-03-13 18:35:00,Oriole Park at Camden Yards,BAL,TBA,SFO03,0.0,1
557,20230510,2023-03-13 18:40:00,Target Field,MIN,SDN,MIN04,0.0,1
558,20230510,2023-03-13 18:40:00,Great American Ball Park,CIN,NYN,CIN09,0.0,1
559,20230510,2023-03-13 18:40:00,Wrigley Field,CHN,SLN,ATL03,0.0,1
560,20230510,2023-03-13 18:40:00,Kauffman Stadium,KCA,CHA,KAN06,0.0,1
561,20230510,2023-03-13 19:20:00,Truist Park,ATL,BOS,STP01,0.0,1
562,20230511,2023-03-13 12:10:00,Target Field,MIN,SDN,MIN04,0.0,1
563,20230511,2023-03-13 12:35:00,Great American Ball Park,CIN,NYN,CIN09,0.0,1
564,20230511,2023-03-13 13:10:00,Kauffman Stadium,KCA,CHA,KAN06,0.0,1
565,20230511,2023-03-13 18:40:00,Oakland Coliseum,OAK,TEX,WAS11,0.0,1
566,20230511,2023-03-13 18:40:00,Chase Field,ARI,SFN,PHO01,0.0,1
567,20230511,2023-03-13 19:05:00,Yankee Stadium,NYA,TBA,CHI11,0.0,1
568,20230512,2023-03-13 18:40:00,Oakland Coliseum,OAK,TEX,WAS11,0.0,1
569,20230512,2023-03-13 18:40:00,Coors Field,COL,PHI,DEN02,0.0,1
570,20230512,2023-03-13 18:40:00,Chase Field,ARI,SFN,PHO01,0.0,1
571,20230512,2023-03-13 18:40:00,loanDepot park,MIA,CIN,NYC16,0.0,1
572,20230512,2023-03-13 18:40:00,Comerica Park,DET,SEA,DET05,0.0,1
573,20230512,2023-03-13 19:05:00,Yankee Stadium,NYA,TBA,CHI11,0.0,1
574,20230512,2023-03-13 19:05:00,Oriole Park at Camden Yards,BAL,PIT,SFO03,0.0,1
575,20230512,2023-03-13 19:05:00,Nationals Park,WAS,NYN,WIL02,0.0,1
576,20230512,2023-03-13 19:07:00,Rogers Centre,TOR,ATL,CLE08,0.0,1
577,20230512,2023-03-13 19:10:00,Guaranteed Rate Field,CHA,HOU,CHI12,0.0,1
578,20230512,2023-03-13 19:10:00,Target Field,MIN,CHN,MIN04,0.0,1
579,20230512,2023-03-13 19:10:00,Fenway Park,BOS,SLN,BOS07,0.0,1
580,20230512,2023-03-13 19:10:00,Dodger Stadium,LAN,SDN,LOS03,0.0,1
581,20230512,2023-03-13 19:10:00,American Family Field,MIL,KCA,MIL06,0.0,1
582,20230512,2023-03-13 19:10:00,Progressive Field,CLE,ANA,PIT08,0.0,1
583,20230513,2023-03-13 13:05:00,Yankee Stadium,NYA,TBA,CHI11,0.0,1
584,20230513,2023-03-13 13:07:00,Oakland Coliseum,OAK,TEX,WAS11,0.0,1
585,20230513,2023-03-13 13:10:00,Target Field,MIN,CHN,MIN04,0.0,1
586,20230513,2023-03-13 13:10:00,loanDepot park,MIA,CIN,NYC16,0.0,1
587,20230513,2023-03-13 13:10:00,Comerica Park,DET,SEA,DET05,0.0,1
588,20230513,2023-03-13 15:07:00,Rogers Centre,TOR,ATL,CLE08,0.0,1
589,20230513,2023-03-13 16:05:00,Nationals Park,WAS,NYN,WIL02,0.0,1
590,20230513,2023-03-13 16:10:00,Fenway Park,BOS,SLN,BOS07,0.0,1
591,20230513,2023-03-13 16:15:00,Dodger Stadium,LAN,SDN,LOS03,0.0,1
592,20230513,2023-03-13 17:10:00,Chase Field,ARI,SFN,PHO01,0.0,1
593,20230513,2023-03-13 18:10:00,Coors Field,COL,PHI,DEN02,0.0,1
594,20230513,2023-03-13 18:10:00,American Family Field,MIL,KCA,MIL06,0.0,1
595,20230513,2023-03-13 18:10:00,Progressive Field,CLE,ANA,PIT08,0.0,1
596,20230513,2023-03-13 18:15:00,Guaranteed Rate Field,CHA,HOU,CHI12,0.0,1
597,20230513,2023-03-13 19:05:00,Oriole Park at Camden Yards,BAL,PIT,SFO03,0.0,1
598,20230514,2023-03-13 11:35:00,Progressive Field,CLE,ANA,PIT08,0.0,1
599,20230514,2023-03-13 13:07:00,Oakland Coliseum,OAK,TEX,WAS11,0.0,1
600,20230514,2023-03-13 13:10:00,Guaranteed Rate Field,CHA,HOU,CHI12,0.0,1
601,20230514,2023-03-13 13:10:00,Target Field,MIN,CHN,MIN04,0.0,1
602,20230514,2023-03-13 13:10:00,Coors Field,COL,PHI,DEN02,0.0,1
603,20230514,2023-03-13 13:10:00,Chase Field,ARI,SFN,PHO01,0.0,1
604,20230514,2023-03-13 13:10:00,Dodger Stadium,LAN,SDN,LOS03,0.0,1
605,20230514,2023-03-13 13:10:00,American Family Field,MIL,KCA,MIL06,0.0,1
606,20230514,2023-03-13 13:35:00,Yankee Stadium,NYA,TBA,CHI11,0.0,1
607,20230514,2023-03-13 13:35:00,Oriole Park at Camden Yards,BAL,PIT,SFO03,0.0,1
608,20230514,2023-03-13 13:35:00,Nationals Park,WAS,NYN,WIL02,0.0,1
609,20230514,2023-03-13 13:37:00,Rogers Centre,TOR,ATL,CLE08,0.0,1
610,20230514,2023-03-13 13:40:00,loanDepot park,MIA,CIN,NYC16,0.0,1
611,20230514,2023-03-13 13:40:00,Comerica Park,DET,SEA,DET05,0.0,1
612,20230514,2023-03-13 19:08:00,Fenway Park,BOS,SLN,BOS07,0.0,1
613,20230515,2023-03-13 16:05:00,Nationals Park,WAS,NYN,WIL02,0.0,1
